original_response,predicted_response,similarity
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>check_the_time</Action>
<Sequence>
<Condition>is_monday</Condition>
<Sequence>
<Action>read_email</Action>
<Action>reply_email</Action>
</Sequence>
</Sequence>
<Action>send_reminder</Action>
</Sequence>
</Selector>
</BehaviorTree>",,0.0
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>detect_signs</Action>
<Action>process_signs</Action>
<Condition>is_target_reached</Condition>
<Action>move_forward</Action>
</Sequence>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>twist</Action>
<Action>move_forward</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>detect_signs</Action>
<Action>process_signs</Action>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>twist</Action>
</Sequence>
<Action>move_forward</Action>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>",0.8059701492537312
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Sequence>
<Condition>is_target_detected</Condition>
<Action>form_star</Action>
<Action>change_color_to_green</Action>
<Action>continue_movement_agent</Action>
</Sequence>
</Sequence>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Sequence>
<Action>avoid_obstacle</Action>
<Action>change_color_to_white</Action>
<Action>continue_movement_agent</Action>
</Sequence>
</Sequence>
<Action>wander</Action>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>form_start</Action>
<Action>continue_movement_agent</Action>
</Sequence>
<Sequence>
<Condition>is_target_reached</Condition>
<Action>task_completed</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.4827586206896552
"
<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Action>move_to_checkpoint</Action>
</Selector>
<Selector>
<Sequence>
<Condition>is_check_point_reached</Condition>
<Action>return_to_start</Action>
</Sequence>
<Action>move_to_checkpoint</Action>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Action>return_to_start</Action>
</Selector>
<Selector>
<Sequence>
<Condition>is_check_point_reached</Condition>
<Action>move_to_checkpoint</Action>
</Sequence>
<Action>wander</Action>
</Selector>
</BehaviorTree>",0.825
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>change_speed</Action>
</Sequence>
<Sequence>
<Condition>is_speed_changed</Condition>
<Action>move_away_from_obstacle</Action>
</Sequence>
<Sequence>
<Condition>is_target_reached</Condition>
<Action>rotate_left</Action>
<Action>rotate_right</Action>
<Action>guard_area</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>move_away_from_obstacle</Action>
<Sequence>
<Condition>is_speed_changed</Condition>
<Action>change_speed</Action>
</Sequence>
</Sequence>
<Sequence>
<Condition>is_robot_moving</Condition>
<Selector>
<Sequence>
<Action>rotate_left</Action>
<Action>guard_area</Action>
</Sequence>
<Sequence>
<Action>rotate_right</Action>
<Action>guard_area</Action>
</Sequence>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>",0.7307692307692306
"
<BehaviorTree>
<Sequence>
<Action>wander</Action>
<Condition>is_target_detected</Condition>
<Action>continue_movement_agent</Action>
<Condition>is_target_reached</Condition>
<Action>task_completed</Action>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>wander</Action>
<Condition>is_target_detected</Condition>
<Action>continue_movement_agent</Action>
<Condition>is_target_reached</Condition>
</Sequence>
<Action>task_completed</Action>
</Selector>
</BehaviorTree>",0.9259259259259259
"
<BehaviorTree>
<Sequence>
<Selector>
<Condition>check_battery_level</Condition>
<Sequence>
<Condition>agent_is_on_path</Condition>
<Action>start_moving</Action>
</Sequence>
<Sequence>
<Condition>check_distance_to_destination</Condition>
<Action>stop_moving</Action>
</Sequence>
<Action>mount_outlet</Action>
<Action>charge_battery</Action>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>check_battery_level</Condition>
<Sequence>
<Condition>check_battery_level</Condition>
<Sequence>
<Condition>check_distance_to_destination</Condition>
<Action>stop_moving</Action>
</Sequence>
<Action>start_moving</Action>
</Sequence>
</Sequence>
<Sequence>
<Condition>check_battery_level</Condition>
<Sequence>
<Action>charge_battery</Action>
<Action>start_moving</Action>
</Sequence>
</Sequence>
</Selector>
</BehaviorTree>",0.6382978723404256
"
<BehaviorTree>
<Sequence>
<Selector>
<Condition>is_obstacle_detected</Condition>
<Action>change_formation</Action>
</Selector>
<Sequence>
<Selector>
<Condition>is_formation_changed</Condition>
<Action>form_circle</Action>
</Selector>
<Action>move_to_center</Action>
</Sequence>
<Action>detect_surroundings</Action>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_formation_changed</Condition>
<Action>change_formation</Action>
<Action>detect_surroundings</Action>
</Sequence>
<Sequence>
<Condition>is_center_reached</Condition>
<Action>move_to_center</Action>
</Sequence>
<Action>form_circle</Action>
</Selector>
</BehaviorTree>",0.611111111111111
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>identify_threat</Condition>
<Action>avoid_threat</Action>
</Sequence>
<Sequence>
<Condition>is_leader_moving</Condition>
<Action>follow_leader</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Action>follow_leader</Action>
<Action>keep_distance</Action>
</Sequence>
<Action>move_to_position</Action>
</Selector>
<Action>scan_surroundings</Action>
<Condition>identify_threat</Condition>
<Action>avoid_threat</Action>
</Sequence>
</BehaviorTree>",0.44827586206896547
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>fly_around</Action>
<Selector>
<Condition>is_obstacle_detected</Condition>
<Action>fly_around</Action>
</Selector>
<Selector>
<Condition>is_red_light_detected</Condition>
<Action>stop_movement</Action>
<Action>get_closer</Action>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>fly_around</Action>
<Condition>is_obstacle_detected</Condition>
<Action>stop_movement</Action>
</Sequence>
<Sequence>
<Condition>is_red_light_detected</Condition>
<Action>stop_movement</Action>
</Sequence>
<Sequence>
<Condition>is_red_light_detected</Condition>
<Action>get_closer</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.7749999999999999
