original_response,predicted_response,similarity
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>check_the_time</Action>
<Sequence>
<Condition>is_monday</Condition>
<Sequence>
<Action>read_email</Action>
<Action>reply_email</Action>
</Sequence>
</Sequence>
<Action>send_reminder</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>check_the_time</Action>
<Condition>is_monday</Condition>
<Sequence>
<Action>read_email</Action>
<Action>reply_email</Action>
</Sequence>
</Sequence>
<Action>send_reminder</Action>
</BehaviorTree>",0.9310344827586207
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>detect_signs</Action>
<Action>process_signs</Action>
<Condition>is_target_reached</Condition>
<Action>move_forward</Action>
</Sequence>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>twist</Action>
<Action>move_forward</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>detect_signs</Action>
<Action>process_signs</Action>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>twist</Action>
</Sequence>
<Action>move_forward</Action>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>",0.8059701492537312
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Sequence>
<Condition>is_target_detected</Condition>
<Action>form_star</Action>
<Action>change_color_to_green</Action>
<Action>continue_movement_agent</Action>
</Sequence>
</Sequence>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Sequence>
<Action>avoid_obstacle</Action>
<Action>change_color_to_white</Action>
<Action>continue_movement_agent</Action>
</Sequence>
</Sequence>
<Action>wander</Action>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>form_star</Action>
<Action>move_to_target</Action>
</Sequence>
</BehaviorTree>",0.29729729729729726
"
<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Action>move_to_checkpoint</Action>
</Selector>
<Selector>
<Sequence>
<Condition>is_check_point_reached</Condition>
<Action>return_to_start</Action>
</Sequence>
<Action>move_to_checkpoint</Action>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Sequence>
<Condition>is_at_resource</Condition>
<Action>collect_resource</Action>
</Sequence>
<Sequence>
<Condition>is_agent_returned_to_start</Condition>
<Action>return_to_start</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.5192307692307693
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>change_speed</Action>
</Sequence>
<Sequence>
<Condition>is_speed_changed</Condition>
<Action>move_away_from_obstacle</Action>
</Sequence>
<Sequence>
<Condition>is_target_reached</Condition>
<Action>rotate_left</Action>
<Action>rotate_right</Action>
<Action>guard_area</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>move_away_from_obstacle</Action>
<Condition>is_speed_changed</Condition>
<Action>change_speed</Action>
</Sequence>
<Action>guard_area</Action>
<Sequence>
<Condition>is_robot_moving</Condition>
<Action>rotate_left</Action>
</Sequence>
<Sequence>
<Condition>is_robot_moving</Condition>
<Action>rotate_right</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.6666666666666666
"
<BehaviorTree>
<Sequence>
<Action>wander</Action>
<Condition>is_target_detected</Condition>
<Action>continue_movement_agent</Action>
<Condition>is_target_reached</Condition>
<Action>task_completed</Action>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>wander</Action>
<Condition>is_target_detected</Condition>
<Action>continue_movement_agent</Action>
</Sequence>
<Sequence>
<Condition>is_target_reached</Condition>
<Action>task_completed</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.9285714285714286
"
<BehaviorTree>
<Sequence>
<Selector>
<Condition>check_battery_level</Condition>
<Sequence>
<Condition>agent_is_on_path</Condition>
<Action>start_moving</Action>
</Sequence>
<Sequence>
<Condition>check_distance_to_destination</Condition>
<Action>stop_moving</Action>
</Sequence>
<Action>mount_outlet</Action>
<Action>charge_battery</Action>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Condition>check_battery_level</Condition>
<Selector>
<Sequence>
<Condition>check_distance_to_destination</Condition>
<Action>start_moving</Action>
<Action>stop_moving</Action>
</Sequence>
<Sequence>
<Condition>check_battery_level</Condition>
<Action>charge_battery</Action>
<Action>mount_outlet</Action>
<Action>start_moving</Action>
</Sequence>
</Selector>
</Sequence>
</BehaviorTree>",0.6741573033707865
"
<BehaviorTree>
<Sequence>
<Selector>
<Condition>is_obstacle_detected</Condition>
<Action>change_formation</Action>
</Selector>
<Sequence>
<Selector>
<Condition>is_formation_changed</Condition>
<Action>form_circle</Action>
</Selector>
<Action>move_to_center</Action>
</Sequence>
<Action>detect_surroundings</Action>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>detect_surroundings</Action>
<Selector>
<Sequence>
<Condition>is_formation_changed</Condition>
<Action>change_formation</Action>
</Sequence>
<Sequence>
<Condition>is_center_reached</Condition>
<Selector>
<Sequence>
<Condition>is_formation_changed</Condition>
<Action>move_to_center</Action>
</Sequence>
<Action>form_circle</Action>
</Selector>
</Sequence>
</Selector>
</Sequence>
</BehaviorTree>",0.6506024096385542
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>identify_threat</Condition>
<Action>avoid_threat</Action>
</Sequence>
<Sequence>
<Condition>is_leader_moving</Condition>
<Action>follow_leader</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Action>follow_leader</Action>
</Sequence>
<Sequence>
<Condition>is_leader_moving</Condition>
<Action>keep_distance</Action>
</Sequence>
</Selector>
<Selector>
<Sequence>
<Condition>identify_threat</Condition>
<Action>avoid_threat</Action>
</Sequence>
<Sequence>
<Condition>is_leader_stuck</Condition>
<Action>move_to_position</Action>
</Sequence>
<Action>scan_surroundings</Action>
</Selector>
</Sequence>
</BehaviorTree>",0.5789473684210527
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>fly_around</Action>
<Selector>
<Condition>is_obstacle_detected</Condition>
<Action>fly_around</Action>
</Selector>
<Selector>
<Condition>is_red_light_detected</Condition>
<Action>stop_movement</Action>
<Action>get_closer</Action>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Action>fly_around</Action>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>stop_movement</Action>
</Sequence>
<Sequence>
<Condition>is_red_light_detected</Condition>
<Action>get_closer</Action>
</Sequence>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>",0.8055555555555555
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_safe_to_proceed</Condition>
<Selector>
<Condition>locate_exit</Condition>
<Action>move_to_exit</Action>
</Selector>
</Sequence>
<Action>detect_hazard</Action>
<Action>avoid_collision</Action>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Action>detect_hazard</Action>
<Selector>
<Sequence>
<Condition>is_safe_to_proceed</Condition>
<Action>avoid_collision</Action>
</Sequence>
<Action>locate_exit</Action>
</Selector>
</Sequence>
<Action>wait</Action>
</Selector>
</Sequence>
</BehaviorTree>",0.5625
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_ahead</Condition>
<Selector>
<Action>rotate_right</Action>
<Action>rotate_left</Action>
</Selector>
</Sequence>
<Sequence>
<Action>move_forward</Action>
<Condition>is_target_reached</Condition>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_ahead</Condition>
<Selector>
<Action>rotate_left</Action>
<Action>rotate_right</Action>
</Selector>
</Sequence>
<Action>move_forward</Action>
</Selector>
</BehaviorTree>",0.8070175438596492
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>observe_surroundings</Action>
</Sequence>
<Sequence>
<Selector>
<Sequence>
<Action>choose_best_path</Action>
<Action>detect_obstacles</Action>
</Sequence>
</Selector>
<Action>move_along_path</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>observe_surroundings</Action>
<Selector>
<Sequence>
<Condition>detect_obstacles</Condition>
<Action>choose_best_path</Action>
<Action>move_along_path</Action>
</Sequence>
<Action>move_along_path</Action>
</Selector>
</Sequence>
</BehaviorTree>",0.7540983606557377
"
<BehaviorTree>
<Sequence>
<Action>follow_leader</Action>
<Selector>
<Sequence>
<Condition>is_leader_nearby</Condition>
<Action>gather_dropped_items</Action>
</Sequence>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Selector>
<Sequence>
<Condition>is_food_detected</Condition>
<Action>navigate_to_food</Action>
<Action>follow_leader</Action>
</Sequence>
</Selector>
</Sequence>
</Selector>
<Selector>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Action>explore</Action>
</Sequence>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_leader_nearby</Condition>
<Action>follow_leader</Action>
</Sequence>
<Sequence>
<Condition>is_food_detected</Condition>
<Action>navigate_to_food</Action>
</Sequence>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Action>gather_dropped_items</Action>
</Sequence>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Action>explore</Action>
</Sequence>
</Selector>
</BehaviorTree>",0.6785714285714286
"
<BehaviorTree>
<Sequence>
<Selector>
<Sequence>
<Action>pick_up_item</Action>
<Action>check_inventory</Action>
</Sequence>
<Sequence>
<Condition>is_inventory_full</Condition>
<Action>use_item</Action>
</Sequence>
</Selector>
</Sequence>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>check_inventory</Action>
<Sequence>
<Action>pick_up_item</Action>
<Condition>is_inventory_full</Condition>
<Action>use_item</Action>
</Sequence>
</Sequence>
</BehaviorTree>",0.7692307692307692
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_goal_reached</Condition>
<Action>task_completed</Action>
</Sequence>
<Selector>
<Sequence>
<Condition>is_intruder_detected</Condition>
<Action>rotate_left</Action>
<Action>change_color_to_red</Action>
</Sequence>
<Sequence>
<Action>is_obstacle_detected</Action>
<Action>avoid_obstacle</Action>
<Action>move_forward</Action>
</Sequence>
</Selector>
<Action>wander</Action>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_target_reached</Condition>
<Action>task_completed</Action>
</Sequence>
<Sequence>
<Condition>is_intruder_detected</Condition>
<Sequence>
<Action>rotate_left</Action>
<Action>change_color_to_red</Action>
</Sequence>
</Sequence>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>move_forward</Action>
</Sequence>
<Action>wander</Action>
</Selector>
</BehaviorTree>",0.86
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_resource_available</Condition>
<Action>gather_resource</Action>
<Selector>
<Sequence>
<Condition>is_agent_near_other_agent</Condition>
<Action>cooperate</Action>
</Sequence>
<Action>avoid_other_robots</Action>
</Selector>
</Sequence>
<Sequence>
<Condition>is_agent_far_from_other_agent</Condition>
<Action>harvest_resource</Action>
</Sequence>
</Selector>
<Sequence>
<Selector>
<Sequence>
<Condition>is_agent_far_from_resource</Condition>
<Action>move_to_resource</Action>
</Sequence>
<Action>move_randomly</Action>
</Selector>
<Action>agent_movement_freeze</Action>
</Sequence>
</BehaviorTree>",,0.0
"
<BehaviorTree>
<Selector>
<Sequence>
<Action>collect_data</Action>
<Selector>
<Action>process_data</Action>
<Selector>
<Sequence>
<Condition>is_data_available</Condition>
<Action>upload_data</Action>
<Action>is_data_processed</Action>
</Sequence>
</Selector>
</Selector>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Sequence>
<Action>collect_data</Action>
<Sequence>
<Condition>is_data_available</Condition>
<Action>process_data</Action>
</Sequence>
<Condition>is_data_processed</Condition>
<Action>upload_data</Action>
</Sequence>
</BehaviorTree>",0.6774193548387097
"
<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>avoid_obstacle</Action>
<Action>wander</Action>
</Sequence>
<Sequence>
<Condition>is_agent_detected</Condition>
<Action>avoid_agent</Action>
<Action>wander</Action>
</Sequence>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Action>task_completed</Action>
</Sequence>
</Selector>
</BehaviorTree>","<BehaviorTree>
<Selector>
<Sequence>
<Condition>is_obstacle_detected</Condition>
<Action>avoid_obstacle</Action>
</Sequence>
<Sequence>
<Condition>is_agent_detected</Condition>
<Action>avoid_agent</Action>
</Sequence>
<Action>wander</Action>
</Selector>
<Sequence>
<Condition>is_agent_in_nest</Condition>
<Action>continue_movement_agent</Action>
</Sequence>
</BehaviorTree>",0.8604651162790699
